sentence1,sentence2,similarity,jaccard_similarity
Iran warns Moscow nuclear talks could stall,Iranians â€œconfessâ€ to nuclear scientist murders,0,0.0
US senators penalize Pakistan for jailing doctor who aided CIA,US decries Pakistan doctor's fate,0,0.0
Syrian envoy to Cyprus defects to Qatar,Syria deploys more troops despite peace deal,0,0.0
Senators can return to playoffs with victory,Messi scores 4 to send Guardiola off with victory,0,0.0
Civilians Bear Brunt of Afghan Attacks,Taliban launch coordinated Afghan attacks,0,0.0
Syrians trade blame over blasts,Israel braces for Arab protests,0,0.0
Government promises action on Heathrow queues,Finance minister promises no new taxes,0,0.0
Egyptian president moves into Mubarak's old office,Egypt's President-Elect Morsi Starts to Form Government,0,0.0
Japan falls silent to mark 311 tragedy,Japan thanks Taiwan for quake aid,0,0.0
Obama endorses same-sex marriage,Obama's delicate dance on same-sex marriage,0,0.0
Barack Obama's personal evolution on same-sex marriage,Obama backs same-sex marriage,0,0.0
Police disperse protest in east Sudan - witnesses,Police disperse east China chemical plant protesters,0,0.0
2 pro-Palestinian activists arrested at B-G Airport,Dozens of 'flytilla' activists protest at Paris airport,0,0.0
Spanish jobless rate soars past 25 per cent,"US jobless rate seen rising, offering Obama no relief",0,0.0
Israeli PM makes case on Iran to US voters,Israel blames Iran for attacks on its diplomats,0,0.0
Five dead in Pakistan suicide blast,Over 120 dead in Pakistan factory blaze,0,0.0
Toulouse siege: Police surround flat of 'Islamic warrior' suspected of being serial killer,Toulouse shooting: France was on the highest level of security of security alert,0,0.0
UK spends Â£3m on foreign prisons,US spends $50m on carp invasion,0,0.0
Assad meets with Red Cross officials in Syria,Assad makes Red Cross pledge,0,0.0
Manchester United slashes price for US IPO,Manchester United Reveal Share Price Details,0,0.0
"Freight train derails, catches fire in Columbus, Ohio","Freight train derailment, explosion prompts evacuation",0,0.0
Breivik complains of 'ridicule',Breivik: Jail term 'ridiculous',0,0.0
Romney rocked by secret video,Romney taped at secret donor talk,0,0.0
Juror: Sandusky appeared to accept his fate,Jerry Sandusky convicted of child sexual abuse,0,0.0
"Romney leads rivals, not Obama, in fundraising",Romney: I left all management of Bain in 1999,0,0.0
9/11 defendants ignore judge at Guantanamo hearing,Sept. 11 defendants enrage families at hearing,0,0.0
Egyptians vote to pick president for first time,Egyptians wait for key presidential vote results,0,0.0
"Romney, Obama clash on tax, economy in first debate",Obama and Romney take stage for first debate,0,0.0
Residents near Gaza instructed to stay near shelter,Bestâ€™s great day brings West Indies cheer,0,0.0
Syria in ceasefire observers call,Syrian ceasefire brings uneasy calm,0,0.0
"Spurs get revenge on Lakers, lead West","Abduct Israelis to free prisoners, Gaza leaders say",0,0.0
"Gaza militants fire 40 rockets into Israel, 3 hurt: police",Gazans fire four rockets into Israel; no injuries,0,0.0
Texas residents seek healing at church after deadly blast,Residents return to Texas blast site,0,0.0
2 dead in Bangladesh clashes over Jamaat leaderâ€™s execution,Bangladesh Islamist leader executed,0,0.0
China to resume US investment talks,China and Taiwan hold historic talks,0,0.0
AU leaders meet for Africa Day,Egypt Youth Leader Detained for Four Days,0,0.0
"Israelis, Palestinians convene over prisoner swap",Israeli lawmakers call for internal probe into case of Prisoner X,0,0.0
Thai police use tear gas against protesters,Brazil leader breaks silence about protests,0,0.0
Motorists killed after Japanese tunnel collapses,Cars trapped in tunnel collapse outside Tokyo,0,0.0
Chinese shares close lower on Wednesday,Chinese students attacked in France,0,0.0
2 police killed in eastern Afghan explosion,At least 28 people die in Chinese coal mine explosion,0,0.0
Lebanon businesses strike in protest at political impasse,Tunisia president says confident can overcome political crisis,0,0.0
Security tightens for Thatcher funeral,Security agencies worry about new terrorist threats in Kenya,0,0.0
China strives to avoid economic traps,Insurance is key to fostering economic growth,0,0.0
US confirms al-Qaeda leader has been captured,US captures al-Qaeda leader but fails in Somalia attack,0,0.0
Ukrainian Prime Minister Azarov and entire government resign,Ukrainian officials barred from Canada as protests continue,0,0.0
Almagor blasts Netanyahu over prisoner release,Yacimovich urges cabinet to approve Palestinian prisoners release,0,0.0
Clashes erupt as Islamists push back in Egypt,Coptic priest shot dead in Egypt attack,0,0.0
No radiation leak at Iran's nuclear plant,US Congress may throw wrench into Iran nuclear deal,0,0.0
2 Pussy Riot Members Reunited in Krasnoyarsk,Freed Pussy Riot pair stir up anti-Putin protests,0,0.0
Iran Moderate Wins Presidency by a Large Margin,Iran threatens to trigger oil price war,0,0.0
New Japan govt hints at joining Pacific trade pact: Report,"Japan, US hold talks linked to regional trade pact",0,0.0
Turkish police mass near Istanbul park protest area,British police deny protecting sex abuser Savile,0,0.0
4 dead after boat capsizes off Florida coast,8 dead after heavy rains on island of St Vincent,0,0.0
Nelson Mandela undergoes surgery,â€˜Nelson Mandela is recoveringâ€™,0,0.0
Death toll in Colorado floods rises to four,Thousands told to evacuate in Colorado flooding,0,0.0
"Nicaragua, Venezuela offer asylum to Snowden",Bolivia's Morales says he would grant asylum to Snowden if asked,0,0.0
"5 killed, 50 injured in Pakistan blast","3 killed, 138 injured in Boston blasts: media",0,0.0
"Four killed, scores wounded in clashes across Egypt",Egypt violence: Student killed in clashes at Cairoâ€™s Islamic university,0,0.0
China detains city workers after fruit seller dies,Napthine takes the reins after Baillieu's leadership crumbles,0,0.0
US Senator McCain meets opposition leaders in Ukraine,SFG meeting reviews situation in Mali,0,0.0
Rescuers scour debris after India buildings collapse,Select images from Bangladesh building collapse,0,0.0
Scores Killed In Egyptian Protests,Turkey's PM Warns Against Protests,0,0.0
France cleared to impose controversial 'millionaire tax',Manila to increase counter-terror team,0,0.0
Egypt arrests Muslim Brotherhood leader Badie,Egypt braces for more violence as Muslim Brotherhood calls 'march of anger',0,0.0
"Syrian forces hit mosque with barrel bomb, kill 5",Hunting for clues in Boston bombing,0,0.0
Libya asks UN Security Council for help,Kerry Calls On UN Security Council to Act on Syria,0,0.0
"Quotes from leaders, family at Mandela memorial",Obama shakes hands with Cuba's Castro at Mandela memorial,0,0.0
Gunmen 'kill 10 tourists' in Kashmir,Gunmen kill four in Kenya church attack,0,0.0
Global progress seen in ending death penalty,Iran diplomat: progress being made in expert-level talks,0,0.0
Greek police arrest German on suspicion of spying,Israel press bemoans price of talks resumption,0,0.0
UN Chemical Weapons Experts to Visit Syria,US Says Chemical Weapons Used in Syria,0,0.0
Fatah endorses refusal to recognise Israel,Pakistan Denounces Latest Drone Attack,0,0.0
Food poisoning kills at least 20 children in India,Baghdad cafe bombing kills at least 38,0,0.0
Zoo worker dies after tiger attack,Indian-origin teacher dies after attack in New Zealand,0,0.0
Six killed in drone strike in N Waziristan,12 killed in bus accident in Pakistan,0,0.0
At least 12 dead in Washington ...,At least 150 dead as strong quake hits southwest Balochistan,0,0.0
Israel 'bombs' Syria as envoy presses peace talks bid,Fierce clashes in east Syria as US pushes peace talks,0,0.0
"US, Russia enter third day of Syria talks",US and Russia agree Syria arms deal in Geneva,0,0.0
Syria opposition unity take face specter of collapse,Syria divided opposition struggles within wider Syrian struggle,0,0.0
International forensic teams join Kenyan mall carnage probe,Arrested Briton 'not significant' to Kenya attack probe,0,0.0
Obama signs law aimed at barring Iran UN envoy,Obama urges no new sanctions on Iran,0,0.0
DPRK leader calls for better ties with S.Korea,North Korea urges foreigners to leave South Korea,0,0.0
"Chinese, Russian FMs exchange opinions on Ukraine crisis",Chinese president arrives in Argentina for state visit,0,0.0
Poll: Cory Booker takes early lead for N.J. Senate,Nigella Lawson 'took cocaine every day for a decade',0,0.0
Blast on Indian train kills one,State: No funds for yeshiva that incites violence,0,0.0
Iran threatens to trigger oil price war,Man admits threatening to kill Prince Harry,0,0.0
Manchester United Ticket Sales And Profit Down,Manchester United owner Malcolm Glazer dies at 85,0,0.0
Foreign companies eye new 'opening-up',More carriers likely in China,0,0.0
All eyes on new Pak army chief Raheel Sharif,Flood alerts in France as river levels rise,0,0.0
"One killed, 40 injured in Mexico candy factory blast","Three killed, 21 injured in two road mishaps",0,0.0
Obama to meet with Chinaâ€šÃ„Ã´s Xi in California June 7-8,Obama to meet Ukrainian prime minister at White House,0,0.0
Protests for kidnapped girls banned in Nigerian capital,Scores 'killed' in Boko Haram raid in Nigeria,0,0.0
Israelis and Palestinians aim to negotiate a 'final' peace deal after positive talks,Israeli army kills 3 Palestinian militants in West Bank clashes,0,0.0
Iran backs proposal for meeting on Syria conflict,Iran says Israel lying about rockets,0,0.0
Thai government says elections Feb. 2,Philippines government says peace talks with communists have failed,0,0.0
Pakistani Taliban chief Hakimullah Mehsud killed in drone strike,"Pakistani Taliban 'elect new chief', vow 'unprecedented' revenge",0,0.0
House blaze kills 7 in northern Pakistan,US drone strike kills 8 in NW Pakistan,0,0.0
Algeria president gets therapy after stroke: state media,Bulgarian president tries to break election stalemate,0,0.0
Yemen: Fighting in north kills over 120,Janet Yellen: Five things you might not know,0,0.0
"Boy, 14, arrested for sex attacks around a university campus",Two teenagers arrested after string of sex attacks on Manchester University campus,0,0.0
"Obama, Hollande Hail Transformed US-French Relationship",Hollande arrives for US state visit,0,0.0
"3 killed, 4 injured in Los Angeles shootings",Five killed in Saudi Arabia shooting,0,0.0
Scientists prove there is water on Mars,Has Nasa discovered water on Mars?,0,0.0
Pranab stresses need to strive for peace by nations,WTO: India regrets action of developed nations,0,0.0
Volkswagen skids into red in wake of pollution scandal,"Volkswagen's ""gesture of goodwill"" to diesel owners",0,0.0
Obama is right: Africa deserves better leadership,Obama waiting for midterm to name attorney general,0,0.0
New video shows US police officers beating mentally-ill man,New York police officer critically wounded in hatchet attack,0,0.0
